排名,證券代號,證券名稱,投信買賣超股數
1,3711,日月光投控,-4348839
2,2344,華邦電,-2650763
3,2303,聯電,-2520689
4,2880,華南金,-2119113
5,2327,國巨*,-1715966
6,3037,欣興,-1360727
7,2885,元大金,-1239305
8,2337,旺宏,-1089000
9,2308,台達電,-1031102
10,2881,富邦金,-911803
11,2049,上銀,-888000
12,5876,上海商銀,-851000
13,2330,台積電,-836745
14,1216,統一,-713721
15,8046,南電,-651118
16,6805,富世達,-645000
17,2345,智邦,-446283
18,2408,南亞科,-404744
19,8028,昇陽半導體,-315000
20,2347,聯強,-307000
21,6285,啟碁,-290521
22,2834,臺企銀,-271000
23,3017,奇鋐,-242676
24,5880,合庫金,-229909
25,3653,健策,-227048
26,2912,統一超,-214000
27,6005,群益證,-209000
28,2441,超豐,-193000
29,3034,聯詠,-188040
30,6257,矽格,-145000
