排名,證券代號,證券名稱,投信買賣超股數
1,2885,元大金,6506404
2,2610,華航,4459000
3,2880,華南金,3955000
4,3231,緯創,3219878
5,2382,廣達,2551443
6,1402,遠東新,2184080
7,2886,兆豐金,1865125
8,5876,上海商銀,1777000
9,1216,統一,1575000
10,2618,長榮航,1347045
11,2892,第一金,1226504
12,2890,永豐金,1137487
13,2317,鴻海,737709
14,2884,玉山金,732447
15,2376,技嘉,650094
16,2912,統一超,637000
17,2801,彰銀,625000
18,2637,慧洋-KY,610000
19,2330,台積電,566855
20,2887,台新新光金,559714
21,3450,聯鈞,555000
22,2357,華碩,553849
23,1560,中砂,533000
24,5871,中租-KY,524000
25,2882,國泰金,510405
26,2845,遠東銀,509000
27,4764,雙鍵,500000
28,6669,緯穎,454088
29,2301,光寶科,447053
30,2855,統一證,434000
