排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,7857888
2,2610,華航,5133000
3,2618,長榮航,3993000
4,8028,昇陽半導體,3007000
5,2449,京元電子,2979171
6,3605,宏致,2487000
7,8021,尖點,1852000
8,2308,台達電,1642057
9,6505,台塑化,1594167
10,2382,廣達,1593253
11,2542,興富發,1569000
12,3702,大聯大,1164000
13,3711,日月光投控,1163223
14,4958,臻鼎-KY,1129595
15,2603,長榮,975211
16,2633,台灣高鐵,665000
17,1303,南亞,638422
18,2884,玉山金,570043
19,5880,合庫金,515206
20,8996,高力,497000
21,9907,統一實,460519
22,5876,上海商銀,439000
23,6805,富世達,430700
24,2890,永豐金,413428
25,2504,國產,406268
26,2313,華通,403656
27,2454,聯發科,373171
28,2547,日勝生,357527
29,3005,神基,334946
30,2368,金像電,312710
