排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-8203000
2,2408,南亞科,-3540000
3,1402,遠東新,-2836025
4,2492,華新科,-1787000
5,1326,台化,-1029230
6,6239,力成,-945000
7,2368,金像電,-692640
8,2618,長榮航,-525948
9,6449,鈺邦,-500000
10,2472,立隆電,-500000
11,4763,材料*-KY,-326119
12,3665,貿聯-KY,-304220
13,8996,高力,-267000
14,2897,王道銀行,-243000
15,3189,景碩,-219000
16,5876,上海商銀,-219000
17,2345,智邦,-202480
18,3017,奇鋐,-183237
19,2383,台光電,-182780
20,3042,晶技,-175000
21,2903,遠百,-175000
22,5880,合庫金,-154150
23,5522,遠雄,-139000
24,1808,潤隆,-126000
25,3045,台灣大,-112000
26,2615,萬海,-110000
27,3004,豐達科,-110000
28,2520,冠德,-108000
29,2006,東和鋼鐵,-102886
30,6139,亞翔,-99000
